Dataset,Algorithm,Number of classes,Train size,Test size,CV index,MCC,TS,Specificity,AUC,Accuracy,Precision,Recall,F1,TN,FP,FN,TP,Train time [s],Prediction time [s],Mixed
mammographic,DT_GA-C,-1,-1,-1,8,0.6840128565119137,0.7111111111111111,0.8809523809523809,0.8404761904761904,0.8414634146341463,0.8430235113161942,0.8414634146341463,0.8411084289974115,37,5,8,32,0.5273208618164062,-1,0.835347172630662
mammographic,DT_GA-C,-1,-1,-1,9,0.6419127720726284,0.6590909090909091,0.9047619047619048,0.8148809523809524,0.8170731707317073,0.8258895575968745,0.8170731707317073,0.8153383535942841,38,4,11,29,0.8619611263275146,-1,0.8124827413382951
mammographic,DT_GA-C,-1,-1,-1,10,0.7138430876470772,0.7209302325581395,0.9285714285714286,0.8517857142857143,0.8536585365853658,0.8609218077474892,0.8536585365853658,0.8526038233355308,39,3,9,31,0.5656242370605469,-1,0.8502147256059652
mammographic,DT_Oblique-C,-1,-1,-1,1,0.5137610458240545,0.625,0.6744186046511628,0.7538759689922481,0.7529411764705882,0.7604575163398692,0.7529411764705882,0.7514977948336101,29,14,7,35,0.6999211311340332,-1,0.7377122960972523
mammographic,DT_Oblique-C,-1,-1,-1,2,0.4282473057288712,0.5471698113207547,0.7209302325581395,0.7141236528644355,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,31,12,12,29,0.6577672958374023,-1,0.7002674013451098
mammographic,DT_Oblique-C,-1,-1,-1,3,0.6406976744186047,0.6938775510204082,0.7906976744186046,0.8203488372093023,0.8192771084337349,0.8214205659848697,0.8192771084337349,0.8192771084337349,34,9,6,34,0.7354743480682373,-1,0.8093478565424488
mammographic,DT_Oblique-C,-1,-1,-1,4,0.7117955879123234,0.7446808510638298,0.8372093023255814,0.8561046511627907,0.8554216867469879,0.8564991674013126,0.8554216867469879,0.855463666512741,36,7,5,35,0.7389576435089111,-1,0.8475885259416415
mammographic,DT_Oblique-C,-1,-1,-1,5,0.4932856086106099,0.5714285714285714,0.7906976744186046,0.7453488372093022,0.7469879518072289,0.7476250477821982,0.7469879518072289,0.7463233936768525,34,9,12,28,0.771660327911377,-1,0.7360284411973372
mammographic,DT_Oblique-C,-1,-1,-1,6,0.5694758505446524,0.6086956521739131,0.8604651162790697,0.7802325581395348,0.7831325301204819,0.7880790870565094,0.7831325301204819,0.7814123709880649,37,6,12,28,0.7635560035705566,-1,0.7756936617021372
mammographic,DT_Oblique-C,-1,-1,-1,7,0.679678489583764,0.6666666666666666,0.9534883720930232,0.8267441860465117,0.8313253012048193,0.8505720997196334,0.8313253012048193,0.828062248995984,41,2,12,28,0.7416908740997314,-1,0.8294391195464251
mammographic,DT_Oblique-C,-1,-1,-1,8,0.5424102251729015,0.5869565217391305,0.8571428571428571,0.7660714285714287,0.7682926829268293,0.7754197022489705,0.7682926829268293,0.7660952478860933,36,6,13,27,0.6814675331115723,-1,0.7611310434094212
mammographic,DT_Oblique-C,-1,-1,-1,9,0.492658951723038,0.5531914893617021,0.8333333333333334,0.7416666666666667,0.7439024390243902,0.7501847745750185,0.7439024390243902,0.7414736950319977,35,7,14,26,0.6823327541351318,-1,0.7354551944449841
mammographic,DT_Oblique-C,-1,-1,-1,10,0.5157546504658239,0.574468085106383,0.8333333333333334,0.7541666666666668,0.7560975609756098,0.7608500717360115,0.7560975609756098,0.7543397055592177,35,7,13,27,0.7701661586761475,-1,0.7476005613133437
mammographic,EACH-C,-1,-1,-1,1,0.1804963513719636,0.5125,0.1162790697674418,0.5462347729789591,0.5411764705882353,0.6780094316207496,0.5411764705882353,0.4380978837816118,5,38,1,41,0.4034757614135742,-1,0.5102567333552248
mammographic,EACH-C,-1,-1,-1,2,0.2183447242427697,0.5125,0.0930232558139534,0.5465116279069768,0.5357142857142857,0.7620535714285714,0.5357142857142857,0.4179080107513376,4,39,0,41,0.3974637985229492,-1,0.5122674230892149
mammographic,EACH-C,-1,-1,-1,3,0.2170262258129403,0.5063291139240507,0.0930232558139534,0.5465116279069768,0.5301204819277109,0.7620863199633979,0.5301204819277109,0.4121675329962798,4,39,0,40,0.4458217620849609,-1,0.5091265435118486
mammographic,EACH-C,-1,-1,-1,4,0.2170262258129403,0.5063291139240507,0.0930232558139534,0.5465116279069768,0.5301204819277109,0.7620863199633979,0.5301204819277109,0.4121675329962798,4,39,0,40,0.4940850734710693,-1,0.5091265435118486
mammographic,EACH-C,-1,-1,-1,5,0.2170262258129403,0.5063291139240507,0.0930232558139534,0.5465116279069768,0.5301204819277109,0.7620863199633979,0.5301204819277109,0.4121675329962798,4,39,0,40,0.5453827381134033,-1,0.5091265435118486
mammographic,EACH-C,-1,-1,-1,6,0.1867718419094071,0.5,0.0697674418604651,0.5348837209302326,0.5180722891566265,0.7590361445783133,0.5180722891566265,0.3888597869739829,3,40,0,40,0.4798650741577148,-1,0.49618364673262366
mammographic,EACH-C,-1,-1,-1,7,0.1867718419094071,0.5,0.0697674418604651,0.5348837209302326,0.5180722891566265,0.7590361445783133,0.5180722891566265,0.3888597869739829,3,40,0,40,0.5076675415039062,-1,0.49618364673262366
mammographic,EACH-C,-1,-1,-1,8,0.0,0.0,1.0,0.5,0.5121951219512195,0.2623438429506246,0.5121951219512195,0.3469708890637293,42,0,40,0,0.4804606437683105,-1,0.494824509220702
mammographic,EACH-C,-1,-1,-1,9,0.1543033499620919,0.5,0.0476190476190476,0.5238095238095238,0.5121951219512195,0.7560975609756098,0.5121951219512195,0.3717664449371766,2,40,0,40,0.4811716079711914,-1,0.4867511721438653
mammographic,EACH-C,-1,-1,-1,10,0.1543033499620919,0.5,0.0476190476190476,0.5238095238095238,0.5121951219512195,0.7560975609756098,0.5121951219512195,0.3717664449371766,2,40,0,40,0.4406607151031494,-1,0.4867511721438653
mammographic,GPR,-1,-1,-1,1,0.6424585159601272,0.7090909090909091,0.6976744186046512,0.81312292358804,0.8117647058823529,0.83048128342246,0.8117647058823529,0.8093933205981161,30,13,3,39,23.28758716583252,-1,0.798938176211068
mammographic,GPR,-1,-1,-1,2,0.6504108443572998,0.6666666666666666,0.9069767441860463,0.8193420306296086,0.8214285714285714,0.8299579831932773,0.8214285714285714,0.8198156682027651,39,4,11,30,22.20768666267395,-1,0.816955602061428
mammographic,GPR,-1,-1,-1,3,0.7388746643759684,0.7441860465116279,0.9302325581395348,0.8651162790697675,0.8674698795180723,0.8723465289730349,0.8674698795180723,0.8666931462112185,40,3,8,32,26.142459392547607,-1,0.8637160050302969
mammographic,GPR,-1,-1,-1,4,0.6945118595419357,0.6976744186046512,0.9302325581395348,0.8401162790697675,0.8433734939759037,0.8525739320920043,0.8433734939759037,0.8417585498866875,40,3,10,30,25.653361797332764,-1,0.839756222896351
mammographic,GPR,-1,-1,-1,5,0.6622093023255814,0.7021276595744681,0.8372093023255814,0.8311046511627906,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.8313253012048193,36,7,7,33,27.06060743331909,-1,0.8230975063042869
mammographic,GPR,-1,-1,-1,6,0.5174418604651163,0.6,0.7674418604651163,0.7587209302325583,0.7590361445783133,0.7590361445783133,0.7590361445783133,0.7590361445783133,33,10,10,30,29.50982069969177,-1,0.7472821518632671
mammographic,GPR,-1,-1,-1,7,0.648264178958503,0.6097560975609756,0.9767441860465116,0.8008720930232558,0.8072289156626506,0.845129505877762,0.8072289156626506,0.8002774735304854,42,1,15,25,24.00299572944641,-1,0.8077444250655734
mammographic,GPR,-1,-1,-1,8,0.5976382440396809,0.6136363636363636,0.9047619047619048,0.7898809523809524,0.7926829268292683,0.8064978942009533,0.7926829268292683,0.7895745836149866,38,4,13,27,23.54465913772583,-1,0.7883847976205102
mammographic,GPR,-1,-1,-1,9,0.6559172253511697,0.6428571428571429,0.9523809523809524,0.8136904761904762,0.8170731707317073,0.8407255185108782,0.8170731707317073,0.8130825473014455,40,2,13,27,23.848689079284668,-1,0.8159485715717318
mammographic,GPR,-1,-1,-1,10,0.7138430876470772,0.7209302325581395,0.9285714285714286,0.8517857142857143,0.8536585365853658,0.8609218077474892,0.8536585365853658,0.8526038233355308,39,3,9,31,23.958266973495483,-1,0.8502147256059652
mammographic,Hider-C,-1,-1,-1,1,0.6711046450200528,0.7083333333333334,0.8604651162790697,0.8349944629014396,0.8352941176470589,0.8359477124183005,0.8352941176470589,0.8351571670796923,37,6,8,34,3.533425807952881,-1,0.8282859772621853
mammographic,Hider-C,-1,-1,-1,2,0.6504108443572998,0.6666666666666666,0.9069767441860463,0.8193420306296086,0.8214285714285714,0.8299579831932773,0.8214285714285714,0.8198156682027651,39,4,11,30,3.5248584747314453,-1,0.816955602061428
mammographic,Hider-C,-1,-1,-1,3,0.7388746643759684,0.7441860465116279,0.9302325581395348,0.8651162790697675,0.8674698795180723,0.8723465289730349,0.8674698795180723,0.8666931462112185,40,3,8,32,3.792366981506348,-1,0.8637160050302969
mammographic,Hider-C,-1,-1,-1,4,0.6709619415698816,0.72,0.7674418604651163,0.8337209302325581,0.8313253012048193,0.8392252912944375,0.8313253012048193,0.8308840011207621,33,10,4,36,4.127624750137329,-1,0.8212266493988898
mammographic,Hider-C,-1,-1,-1,5,0.6623934856857825,0.6956521739130435,0.8604651162790697,0.8302325581395349,0.8313253012048193,0.8318044106249558,0.8313253012048193,0.8310795630072738,37,6,8,32,3.9865646362304688,-1,0.8240318337340015
mammographic,Hider-C,-1,-1,-1,6,0.5959742794701739,0.6222222222222222,0.8837209302325582,0.791860465116279,0.7951807228915663,0.8026433004746258,0.7951807228915663,0.7930688729287454,38,5,12,28,3.856208324432373,-1,0.789024462634113
mammographic,Hider-C,-1,-1,-1,7,0.637782751266722,0.6190476190476191,0.9534883720930232,0.8017441860465115,0.8072289156626506,0.8337036457518385,0.8072289156626506,0.8020220136247271,41,2,14,26,3.675948143005371,-1,0.8057478978839906
mammographic,Hider-C,-1,-1,-1,8,0.5921614986227649,0.6222222222222222,0.8809523809523809,0.7904761904761904,0.7926829268292683,0.8006546299229225,0.7926829268292683,0.7907168007401885,37,5,12,28,3.704279899597168,-1,0.786806892373858
mammographic,Hider-C,-1,-1,-1,9,0.6559172253511697,0.6428571428571429,0.9523809523809524,0.8136904761904762,0.8170731707317073,0.8407255185108782,0.8170731707317073,0.8130825473014455,40,2,13,27,3.827851295471192,-1,0.8159485715717318
mammographic,Hider-C,-1,-1,-1,10,0.7138430876470772,0.7209302325581395,0.9285714285714286,0.8517857142857143,0.8536585365853658,0.8609218077474892,0.8536585365853658,0.8526038233355308,39,3,9,31,3.768031597137451,-1,0.8502147256059652
mammographic,NSLV-C,-1,-1,-1,1,0.6714682470926863,0.72,0.813953488372093,0.8355481727574751,0.8352941176470589,0.8361288639624364,0.8352941176470589,0.835248518011856,35,8,6,36,2.9140660762786865,-1,0.8261537465044857
mammographic,NSLV-C,-1,-1,-1,2,0.6943918175054822,0.7111111111111111,0.9069767441860463,0.8437322745320478,0.8452380952380952,0.8497850529100529,0.8452380952380952,0.8444650587507732,39,4,9,32,3.806924819946289,-1,0.8405583154706457
mammographic,NSLV-C,-1,-1,-1,3,0.7600233706035258,0.782608695652174,0.8604651162790697,0.8802325581395348,0.8795180722891566,0.8806095461987322,0.8795180722891566,0.879553055427284,37,6,4,36,4.041186094284058,-1,0.8728596088549629
mammographic,NSLV-C,-1,-1,-1,4,0.7128024309121861,0.7272727272727273,0.9069767441860463,0.8534883720930233,0.8554216867469879,0.858269959269703,0.8554216867469879,0.8548298456985839,39,4,8,32,7.734678745269775,-1,0.8504308960571471
mammographic,NSLV-C,-1,-1,-1,5,0.5671122398387164,0.64,0.7674418604651163,0.7837209302325583,0.7831325301204819,0.7841680310090535,0.7831325301204819,0.7831954997691114,33,10,8,32,4.598626613616943,-1,0.7717752772016768
mammographic,NSLV-C,-1,-1,-1,6,0.5181886093144511,0.5833333333333334,0.813953488372093,0.7569767441860465,0.7590361445783133,0.7606311771910337,0.7590361445783133,0.7580497428309729,35,8,12,28,3.527596473693848,-1,0.7492015665177651
mammographic,NSLV-C,-1,-1,-1,7,0.6154955201133185,0.6521739130434783,0.8604651162790697,0.8052325581395349,0.8072289156626506,0.8094505682303682,0.8072289156626506,0.8064397942647783,37,6,10,30,4.326871871948242,-1,0.7998162312874562
mammographic,NSLV-C,-1,-1,-1,8,0.7076392468721828,0.7333333333333333,0.8809523809523809,0.8529761904761903,0.8536585365853658,0.8543295600420119,0.8536585365853658,0.8534840089009119,37,5,7,33,3.4647140502929688,-1,0.8475511116581371
mammographic,NSLV-C,-1,-1,-1,9,0.6376293116646501,0.6666666666666666,0.8809523809523809,0.8154761904761904,0.8170731707317073,0.8213359033286383,0.8170731707317073,0.8161140038366677,37,5,10,30,4.578471422195435,-1,0.8110289808425796
mammographic,NSLV-C,-1,-1,-1,10,0.6840128565119137,0.7111111111111111,0.8809523809523809,0.8404761904761904,0.8414634146341463,0.8430235113161942,0.8414634146341463,0.8411084289974115,37,5,8,32,4.309104919433594,-1,0.835347172630662
mammographic,OCEC-C,-1,-1,-1,1,0.6243768271233148,0.6862745098039216,0.7906976744186046,0.8120155038759691,0.8117647058823529,0.8125603234641972,0.8117647058823529,0.8117125920135496,34,9,7,35,2.0309762954711914,-1,0.8014569806483907
mammographic,OCEC-C,-1,-1,-1,2,0.5495318484043156,0.6346153846153846,0.7441860465116279,0.7745320476460579,0.7738095238095238,0.7755952380952381,0.7738095238095238,0.77371334075799,32,11,8,33,2.0485849380493164,-1,0.7614205090396144
mammographic,OCEC-C,-1,-1,-1,3,0.7630971410684105,0.7872340425531915,0.8372093023255814,0.8811046511627907,0.8795180722891566,0.8834779678153173,0.8795180722891566,0.8794481060129018,36,7,3,37,2.2994649410247803,-1,0.8722555556683389
mammographic,OCEC-C,-1,-1,-1,4,0.6153400225299188,0.673469387755102,0.7906976744186046,0.8078488372093022,0.8072289156626506,0.8082784098064733,0.8072289156626506,0.8072848886836544,34,9,7,33,2.27362060546875,-1,0.7970463601149983
mammographic,OCEC-C,-1,-1,-1,5,0.5896395147996185,0.6458333333333334,0.813953488372093,0.7944767441860465,0.7951807228915663,0.7951737018002079,0.7951807228915663,0.7950615206351377,35,8,9,31,2.322965621948242,-1,0.7856307560947714
mammographic,OCEC-C,-1,-1,-1,6,0.6635678052211211,0.7083333333333334,0.813953488372093,0.8319767441860465,0.8313253012048193,0.8323887886038929,0.8313253012048193,0.8313742775981976,35,8,6,34,2.24314284324646,-1,0.8223174430283199
mammographic,OCEC-C,-1,-1,-1,7,0.5174418604651163,0.6,0.7674418604651163,0.7587209302325583,0.7590361445783133,0.7590361445783133,0.7590361445783133,0.7590361445783133,33,10,10,30,2.171376466751098,-1,0.7472821518632671
mammographic,OCEC-C,-1,-1,-1,8,0.6097869395475302,0.6595744680851063,0.8333333333333334,0.8041666666666667,0.8048780487804879,0.8053740226397478,0.8048780487804879,0.8046453452012157,35,7,9,31,2.1420376300811768,-1,0.7963576416052989
mammographic,OCEC-C,-1,-1,-1,9,0.6338995679867424,0.6808510638297872,0.8333333333333334,0.8166666666666667,0.8170731707317073,0.817153162587082,0.8170731707317073,0.8169914461616694,35,7,8,32,2.1287834644317627,-1,0.808609547097797
mammographic,OCEC-C,-1,-1,-1,10,0.7076392468721828,0.7333333333333333,0.8809523809523809,0.8529761904761903,0.8536585365853658,0.8543295600420119,0.8536585365853658,0.8534840089009119,37,5,7,33,2.126206159591675,-1,0.8475511116581371
mammographic,OIGA-C,-1,-1,-1,1,0.6472868217054264,0.7,0.813953488372093,0.8236434108527133,0.8235294117647058,0.8237574099407204,0.8235294117647058,0.8235294117647058,35,8,7,35,10.290288925170898,-1,0.8142840857273141
mammographic,OIGA-C,-1,-1,-1,2,0.6426343516463691,0.6875,0.8372093023255814,0.8210436755530346,0.8214285714285714,0.8215097402597402,0.8214285714285714,0.8213525512376088,36,7,8,33,7.8776233196258545,-1,0.8131664866632091
mammographic,OIGA-C,-1,-1,-1,3,0.7128024309121861,0.7272727272727273,0.9069767441860463,0.8534883720930233,0.8554216867469879,0.858269959269703,0.8554216867469879,0.8548298456985839,39,4,8,32,9.7218976020813,-1,0.8504308960571471
mammographic,OIGA-C,-1,-1,-1,4,0.6675391194143748,0.6818181818181818,0.9069767441860463,0.8284883720930233,0.8313253012048193,0.8375735836503275,0.8313253012048193,0.8299873996573839,39,4,10,30,9.706606149673462,-1,0.826379899653095
mammographic,OIGA-C,-1,-1,-1,5,0.5668420647138849,0.6170212765957447,0.8372093023255814,0.7811046511627907,0.7831325301204819,0.7850408727107009,0.7831325301204819,0.7822447685478758,36,7,11,29,10.49105429649353,-1,0.7745088989026105
mammographic,OIGA-C,-1,-1,-1,6,0.5694758505446524,0.6086956521739131,0.8604651162790697,0.7802325581395348,0.7831325301204819,0.7880790870565094,0.7831325301204819,0.7814123709880649,37,6,12,28,10.004010438919067,-1,0.7756936617021372
mammographic,OIGA-C,-1,-1,-1,7,0.6887807939980688,0.6585365853658537,0.9767441860465116,0.8258720930232558,0.8313253012048193,0.8603348458770145,0.8313253012048193,0.826769261921636,42,1,13,27,9.69170880317688,-1,0.831283534865707
mammographic,OIGA-C,-1,-1,-1,8,0.6097869395475302,0.6595744680851063,0.8333333333333334,0.8041666666666667,0.8048780487804879,0.8053740226397478,0.8048780487804879,0.8046453452012157,35,7,9,31,8.543704748153687,-1,0.7963576416052989
mammographic,OIGA-C,-1,-1,-1,9,0.6479527573982578,0.6511627906976745,0.9285714285714286,0.8142857142857143,0.8170731707317073,0.8322765770352201,0.8170731707317073,0.8143305149544,39,3,12,28,8.987996816635132,-1,0.8141159963383986
mammographic,OIGA-C,-1,-1,-1,10,0.7138430876470772,0.7209302325581395,0.9285714285714286,0.8517857142857143,0.8536585365853658,0.8609218077474892,0.8536585365853658,0.8526038233355308,39,3,9,31,9.702171087265016,-1,0.8502147256059652
mammographic,PGIRLA-C,-1,-1,-1,1,0.6489193674987288,0.7058823529411765,0.7906976744186046,0.823920265780731,0.8235294117647058,0.8252941176470588,0.8235294117647058,0.823382780615362,34,9,6,36,3.681664228439331,-1,0.8133628141830271
mammographic,PGIRLA-C,-1,-1,-1,2,0.6188315371525809,0.673469387755102,0.813953488372093,0.8094157685762905,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095,35,8,8,33,3.679747104644776,-1,0.8001782675634066
mammographic,PGIRLA-C,-1,-1,-1,3,0.6635678052211211,0.7083333333333334,0.813953488372093,0.8319767441860465,0.8313253012048193,0.8323887886038929,0.8313253012048193,0.8313742775981976,35,8,6,34,4.223215579986572,-1,0.8223174430283199
